Company,Product Name,Cell Throughput,Protocol Time,Chemistry,Price (est.)
Parse Biosciences,Evercode Whole Transcriptome,"100,000+ cells",~6 hours (library prep),Whole transcriptome (combinatorial barcoding),~$450/sample
